MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing,,
BE,Belgium,2014BE05SFOP001,13,German Speaking Community of Belgium - ESF,ESF,4,TA,Technical Assistance,Technical Assistance,Transition,VOID,VOID,VOID,VOID,"440,000.00",440000,880000,50%,,
BE,Belgium,2014BE05SFOP002,31,Flanders - ESF,ESF,1,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,"162,325,134.00",243487700,405812834,40%,,
BE,Belgium,2014BE05SFOP002,31,Flanders - ESF,ESF,2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,"67,114,353.00",134910677,202025030,3322.00%,,
BE,Belgium,2014BE05SFOP002,31,Flanders - ESF,ESF,3,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,"81,327,223.00",121990835,203318058,40%,,
BE,Belgium,2014BE05SFOP002,31,Flanders - ESF,ESF,4,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,"35,067,997.00",74519494,109587491,32%,,
BE,Belgium,2014BE05SFOP002,31,Flanders - ESF,ESF,5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,"6,462,429.00",5287442,11749871,55%,,
BE,Belgium,2014BE05SFOP002,31,Flanders - ESF,ESF,5,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,"19,387,289.00",15862327,35249616,55%,,
BE,Belgium,2014BE05SFOP002,31,Flanders - ESF,ESF,5,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,"6,462,429.00",5287442,11749871,55%,,
BE,Belgium,2014BE05SFOP002,31,Flanders - ESF,ESF,6,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,"15,756,119.00",15756119,31512238,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,"4,200,000.00",4200000,8400000,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2B,New farmers,"3,595,567.00",1953000,5548567,648.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,"310,721.00",225000,535721,58%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,"6,944,789.00",5175000,12119789,573.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2B,New farmers,"4,490,556.00",3500000,7990556,562.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,"121,351,633.00",90000000,211351633,5742.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2A,Farm performance,"700,000.00",700000,1400000,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,"30,833,607.00",17496644,48330251,638.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,"3,500,000.00",3500000,7000000,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M09,Producer groups / organisations,FA_3A,Competitiveness of producers,"500,000.00",500000,1000000,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M17,Risk management,FA_3B,Risk management,"3,142,949.00",2000000,5142949,6111.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_P4,Priority 4,"4,280,437.00",2325000,6605437,648.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_P4,Priority 4,"207,148.00",150000,357148,58%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_P4,Priority 4,"2,895,958.00",2000000,4895958,5915.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,"900,000.00",900000,1800000,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M07,Basic services,FA_P4,Priority 4,"3,192,500.00",3192500,6385000,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M08,Forest,FA_P4,Priority 4,"782,231.00",782231,1564462,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"282,134,025.00",23497165,517105675,5456.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,"2,211,988.00",16901725,39021605,5669.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,"900,000.00",900000,1800000,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,"3,192,500.00",3192500,6385000,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_P4,Priority 4,"782,231.00",782231,1564462,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"282,134,025.00",23497165,517105675,5456.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,"2,211,988.00",16901725,39021605,5669.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5B,Energy efficiency,"172,623.00",125000,297623,58%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5B,Energy efficiency,"751,350.00",465826,1217176,6173.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5B,Energy efficiency,"27,075,943.00",20000000,47075943,5752.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5D,Reducing GHG and NH3,"52,560,487.00",38772226,91332713,5755.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,"2,370,000.00",2370000,4740000,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5D,Reducing GHG and NH3,"13,135,731.00",6831259,19966990,6579.00%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P6,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_6B,Local development,"1,750,000.00",1750000,3500000,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M07,Basic services,FA_6B,Local development,"9,206,194.00",9206194,18412388,50%,,
BE,Belgium,2014BE06RDRP001,31,Flanders - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,"19,189,945.00",14389595,33579540,5715.00%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,"5,928,300.00",8892450,14820750,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,"1,230,000.00",1845000,3075000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2B,New farmers,"330,000.00",495000,825000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,"52,400,000.00",78600000,131000000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,"16,000,000.00",24000000,40000000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,"9,920,000.00",14880000,24800000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P4,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_P4,Priority 4,"1,120,000.00",1680000,2800000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M07,Basic services,FA_P4,Priority 4,"1,600,000.00",2400000,4000000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"29,500,000.00",44250000,73750000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,"20,000,000.00",30000000,50000000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"7,825,004.00",11737506,19562510,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"11,600,000.00",17400000,29000000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,"1,600,000.00",2400000,4000000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"29,500,000.00",44250000,73750000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,"20,000,000.00",30000000,50000000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"7,825,004.00",11737506,19562510,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"11,600,000.00",17400000,29000000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5C,Renewable energy,"120,000.00",180000,300000,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M06,Farm and business development,FA_5C,Renewable energy,"1,846,154.00",2769231,4615385,40%,,
BE,Belgium,2014BE06RDRP002,21,Wallonia - Rural Development,EAFRD,P6,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_6A,"Diversification, SMEs and job creation","2,625,000.00",2375000,5000000,525.00%,,
